3.476440917853098993e-03,3.476552079085629479e-03,3.472319798343688653e-03,9.826300750338207157e-01,3.472224655882308851e-03,3.472387515014471130e-03
2.090675176163027046e-03,2.089533047233484674e-03,2.083368590398065011e-03,9.895692010770141822e-01,2.083439534569374741e-03,2.083782574621901446e-03
2.932671506366011597e-03,2.928714316576809702e-03,2.924045848000401786e-03,9.853663830933087064e-01,2.924115688494288625e-03,2.924069547253761898e-03
2.986158787012126951e-03,2.984031385592857393e-03,2.976262055117974339e-03,9.850999723347979575e-01,2.976521373668025109e-03,2.977054063811131104e-03
2.614096390505603329e-03,2.611600264951715895e-03,2.604221630692257414e-03,9.869613132889158980e-01,2.604528061565890458e-03,2.604240363368553850e-03
3.099278681165149475e-03,3.094987999860559797e-03,3.086496807343754988e-03,9.845459104418555762e-01,3.086775945178054249e-03,3.086550124596901777e-03
2.388438973557775735e-03,2.388216472969810315e-03,2.381020687755442192e-03,9.880797308508570964e-01,2.381091123820818726e-03,2.381501891039230091e-03
3.274794608030233076e-03,3.272016451393516302e-03,3.268017663269336820e-03,9.836489604240298279e-01,3.268235720693123212e-03,3.267975132583993917e-03
3.276038621201879213e-03,3.274735499852999675e-03,3.268060211960317936e-03,9.836437024528613682e-01,3.268373565429720171e-03,3.269089648693798526e-03
2.934382072753913707e-03,2.930888850197960627e-03,2.924011619037786974e-03,9.853624442351222035e-01,2.924295567094007970e-03,2.923977655794207046e-03
3.412876030447153063e-03,3.410577526925301275e-03,3.401408196993412330e-03,9.829718250894474707e-01,3.401794015107602754e-03,3.401519141078992222e-03
2.170903922565769941e-03,2.169761637240977519e-03,2.164558665116037353e-03,9.891652346367773019e-01,2.164616838154969757e-03,2.164924300144875028e-03
4.916834976448682462e-03,4.905196534625666342e-03,4.902156104336091377e-03,9.754717227311490158e-01,4.901963451526847662e-03,4.902126201913524668e-03
3.411647847642822542e-03,3.409291558788459138e-03,3.401432260831043636e-03,9.829741897093422498e-01,3.402076431596362787e-03,3.401362191799186564e-03
3.885099975795648208e-03,3.878836964560202199e-03,3.876181739342058306e-03,9.806079394750840672e-01,3.875971387818535722e-03,3.875970457399629306e-03
3.414175245274665791e-03,3.407317444695944116e-03,3.401453789891978677e-03,9.829743294741581927e-01,3.401362376428622002e-03,3.401361669550628797e-03
3.710586513619319043e-03,3.706545181879065520e-03,3.703705301449449015e-03,9.814708113600452144e-01,3.704553901888773919e-03,3.703797741118139072e-03
